cust_nm,cls_nm,io_no,gdi_dt,item_cd,expt_qty
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932KK26,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932KK27,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932KK28,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932KK29,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932YE26,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932YE27,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932YE28,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN00932YE29,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032IV26,1
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032IV27,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032IV28,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032IV29,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032KK26,1
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032KK27,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032KK28,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032KK29,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032BK26,2
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032BK27,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032BK28,3
블러썸,블러썸,I2205310003,20220531,BC2204SPDN01032BK29,3
블러썸,블러썸,I2205310005,20220531,BC2205SUBL01403BES,3
블러썸,블러썸,I2205310005,20220531,BC2205SUBL01403BEM,3
블러썸,블러썸,I2205310005,20220531,BC2205SUBL01403BKS,3
트라이엄프,트라이엄프,I2206130001,20220613,SMTE67DF8PTBA9620,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTE67DF6PTBB1057,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTE67DF2PTBB0049,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD54HF3PTBA1321,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD54HF7PTBC2057,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD54HF8PTBC1984,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD54HF5PTBC9413,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD54HF8PTBC5713,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD40HLXPTBC9828,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD40HL6PTBD0149,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD40HL4PTBC9551,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD40HL2PTBC9466,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD40HL0PTBC9871,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD40HL9PTBD0131,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G77PTBD0027,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G79PTBC9882,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G78PTBC9405,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G76PTBC9645,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G77PTBD0013,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G75PTBC9992,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G75PTBC9636,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTD10G70PTBC9785,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTG11JX0NTBB6804,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTG11JX7NTBB5424,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTE67DF9PTBC9343,1
트라이엄프,트라이엄프,I2206130001,20220613,SMTE64DF5PTBC9032,1
NHNWETOO,1300K,I2206020001,20220602,215026780166-1,5
NHNWETOO,1300K,I2206020001,20220602,215026780166-2,5
NHNWETOO,1300K,I2206020001,20220602,215026780166-3,5
NHNWETOO,1300K,I2206020001,20220602,215026780166-4,5
NHNWETOO,1300K,I2206020002,20220602,215026784036-1,5
NHNWETOO,1300K,I2206020002,20220602,215026784036-2,5
NHNWETOO,1300K,I2206020002,20220602,215026784036-3,5
NHNWETOO,1300K,I2206020004,20220602,215026782550-1,10
NHNWETOO,1300K,I2206020004,20220602,215026782550-2,10
NHNWETOO,1300K,I2206020004,20220602,215026782550-3,10
NHNWETOO,1300K,I2206020004,20220602,215026782550-4,10
NHNWETOO,1300K,I2206020004,20220602,215026782580-1,15
NHNWETOO,1300K,I2206020004,20220602,215026782580-2,15
NHNWETOO,1300K,I2206020004,20220602,215026782580-3,15
NHNWETOO,1300K,I2206020004,20220602,215026782580-4,15
NHNWETOO,1300K,I2206020005,20220602,215026777072-0,10
NHNWETOO,1300K,I2206020006,20220602,215026784266-1,20
NHNWETOO,1300K,I2206020006,20220602,215026784266-2,20
NHNWETOO,1300K,I2206020006,20220602,215026784266-3,20
NHNWETOO,1300K,I2206020006,20220602,215026789937-1,10
NHNWETOO,1300K,I2206020006,20220602,215026789937-2,10
NHNWETOO,1300K,I2206020006,20220602,215026789937-3,10
NHNWETOO,1300K,I2206020006,20220602,215026789831-1,10
NHNWETOO,1300K,I2206020006,20220602,215026789831-2,10
NHNWETOO,1300K,I2206020006,20220602,215026789831-3,10
NHNWETOO,1300K,I2206020006,20220602,215025275955-4,10
NHNWETOO,1300K,I2206020007,20220602,215026792290-1,5
NHNWETOO,1300K,I2206020007,20220602,215026792290-2,5
NHNWETOO,1300K,I2206020007,20220602,215026792290-3,5
NHNWETOO,1300K,I2206020007,20220602,215026792290-4,5
NHNWETOO,1300K,I2206020007,20220602,215026792286-1,5
NHNWETOO,1300K,I2206020007,20220602,215026792286-2,5
NHNWETOO,1300K,I2206020007,20220602,215026792286-3,5
NHNWETOO,1300K,I2206020007,20220602,215026792286-4,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-1,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-2,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-3,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-4,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-5,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-6,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-7,5
NHNWETOO,1300K,I2206020007,20220602,215026792087-8,5
NHNWETOO,라이프썸,I2206130001,20220613,215026757671-0,3000
NHNWETOO,1300K,I2206090001,20220609,215026783443-2,3
NHNWETOO,1300K,I2206090001,20220609,215026783443-3,3
NHNWETOO,1300K,I2206090001,20220609,215026783443-1,3
NHNWETOO,1300K,I2206090001,20220609,215026783443-4,3
NHNWETOO,1300K,I2206090001,20220609,215026783377-1,5
NHNWETOO,1300K,I2206090001,20220609,215026783377-2,5
NHNWETOO,1300K,I2206090001,20220609,215026783377-3,5
NHNWETOO,1300K,I2206090001,20220609,215026783450-2,3
NHNWETOO,1300K,I2206090001,20220609,215026783450-3,3
NHNWETOO,1300K,I2206090001,20220609,215026783450-1,3
NHNWETOO,1300K,I2206090001,20220609,215026783450-4,3
NHNWETOO,1300K,I2206090001,20220609,215026783399-0,5
NHNWETOO,1300K,I2206090001,20220609,215026779376-2,3
NHNWETOO,1300K,I2206090001,20220609,215026779376-3,3
NHNWETOO,1300K,I2206090001,20220609,215026779376-1,3
NHNWETOO,1300K,I2206090001,20220609,215026779376-4,3
NHNWETOO,1300K,I2206090001,20220609,215026748350-3,3
NHNWETOO,1300K,I2206090001,20220609,215026748350-2,3
NHNWETOO,1300K,I2206090001,20220609,215026748350-4,3
NHNWETOO,1300K,I2206090001,20220609,215026748350-1,3
NHNWETOO,1300K,I2206090001,20220609,215025641895-5,3
NHNWETOO,1300K,I2206090002,20220609,215026772402-1,10
NHNWETOO,1300K,I2206090002,20220609,215026772402-2,10
NHNWETOO,1300K,I2206090002,20220609,215026772402-3,10
NHNWETOO,1300K,I2206090002,20220609,215026772402-4,10
NHNWETOO,1300K,I2206090002,20220609,215026772483-1,10
NHNWETOO,1300K,I2206090002,20220609,215026772483-2,10
NHNWETOO,1300K,I2206090002,20220609,215026772483-3,10
NHNWETOO,1300K,I2206090002,20220609,215026772483-4,10
NHNWETOO,1300K,I2206100002,20220610,215025085071-0,10
NHNWETOO,1300K,I2206100002,20220610,215025085172-0,10
NHNWETOO,1300K,I2206100002,20220610,215025826179-0,10
NHNWETOO,1300K,I2206090003,20220609,215026752474-0,20
NHNWETOO,1300K,I2206090003,20220609,215026764823-3,10
NHNWETOO,1300K,I2206090003,20220609,215026764823-1,10
NHNWETOO,1300K,I2206090003,20220609,215026764823-2,10
NHNWETOO,1300K,I2206090003,20220609,215026752903-3,10
NHNWETOO,1300K,I2206090003,20220609,215026752903-1,10
NHNWETOO,1300K,I2206090003,20220609,215026752903-4,10
NHNWETOO,1300K,I2206090003,20220609,215026752903-2,10
NHNWETOO,라이프썸,I2206280008,20220628,215026809942-0,5000
NHNWETOO,1300K,I2206100002,20220610,215025123960-0,10
NHNWETOO,1300K,I2206100001,20220610,215025506405-0,10
NHNWETOO,1300K,I2206100004,20220610,215026346241-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346239-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346227-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346228-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346234-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346222-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346190-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346238-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346225-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346259-0,30
NHNWETOO,1300K,I2206100003,20220610,215025192395-1,15
NHNWETOO,1300K,I2206100003,20220610,215025192395-3,15
NHNWETOO,1300K,I2206100003,20220610,215025192395-4,15
NHNWETOO,가방팝,I2206140003,20220614,1000891793707/732993,5
NHNWETOO,가방팝,I2206140003,20220614,1000891793691/732992,5
NHNWETOO,가방팝,I2206140003,20220614,1000891793684/732991,10
NHNWETOO,가방팝,I2206140003,20220614,1000891793677/732990,6
NHNWETOO,가방팝,I2206140003,20220614,1000891793660/732989,6
NHNWETOO,가방팝,I2206140003,20220614,1000891793653/732988,12
NHNWETOO,가방팝,I2206140003,20220614,1000891793646/732987,6
NHNWETOO,가방팝,I2206140003,20220614,1000891793615/732986,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793622/732986,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793639/732986,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793585/732985,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793608/732985,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793547/732984,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793554/732984,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793561/732984,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793578/732984,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793509/732983,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793516/732983,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793523/732983,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793530/732983,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793479/732982,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793486/732982,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793493/732982,1
NHNWETOO,1300K,I2206100004,20220610,215026346242-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346214-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346256-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346223-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346244-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346149-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346245-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346265-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346247-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346264-0,30
NHNWETOO,1300K,I2206100004,20220610,215026260188-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346171-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346248-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346220-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346261-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346262-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346232-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346249-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346212-0,30
NHNWETOO,1300K,I2206100004,20220610,215026346258-0,30
NHNWETOO,가방팝,I2206140003,20220614,1000891793448/732981,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793455/732981,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793462/732981,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793400/732980,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793417/732980,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793424/732980,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793370/732979,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793387/732979,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793394/732979,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793332/732978,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793349/732978,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793356/732978,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793301/732977,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793318/732977,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793325/732977,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793271/732976,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793295/732976,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793240/732975,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793257/732975,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793264/732975,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793233/732974,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793172/732973,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793189/732973,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793196/732973,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793202/732973,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793134/732972,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793141/732972,4
NHNWETOO,가방팝,I2206140003,20220614,1000891793158/732972,4
NHNWETOO,가방팝,I2206140003,20220614,1000891793165/732972,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793097/732971,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793103/732971,4
NHNWETOO,가방팝,I2206140003,20220614,1000891793110/732971,4
NHNWETOO,가방팝,I2206140003,20220614,1000891793127/732971,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793066/732970,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793073/732970,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793035/732969,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793042/732969,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793059/732969,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792991/732968,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793004/732968,2
NHNWETOO,가방팝,I2206140003,20220614,1000891793011/732968,1
NHNWETOO,가방팝,I2206140003,20220614,1000891793028/732968,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792953/732967,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792960/732967,2
NHNWETOO,가방팝,I2206140003,20220614,1000891792977/732967,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792984/732967,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792922/732966,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792939/732966,2
NHNWETOO,가방팝,I2206140003,20220614,1000891792946/732966,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792892/732965,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792908/732965,2
NHNWETOO,가방팝,I2206140003,20220614,1000891792915/732965,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792861/732964,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792878/732964,2
NHNWETOO,가방팝,I2206140003,20220614,1000891792885/732964,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792830/732963,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792847/732963,2
NHNWETOO,가방팝,I2206140003,20220614,1000891792854/732963,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792809/732962,1
NHNWETOO,가방팝,I2206140003,20220614,1000891792816/732962,2
NHNWETOO,가방팝,I2206140003,20220614,1000891792823/732962,1
NHNWETOO,가방팝,I2206140003,20220614,1000891761874/649787,1
NHNWETOO,가방팝,I2206140003,20220614,1000891761867/649787,2
NHNWETOO,가방팝,I2206140003,20220614,1000891761881/649787,2
NHNWETOO,가방팝,I2206150007,20220615,1000891779237/691915,120
NHNWETOO,가방팝,I2206150007,20220615,1000891779244/691916,120
NHNWETOO,가방팝,I2206150007,20220615,1000891779251/691917,120
NHNWETOO,가방팝,I2206150007,20220615,1000891779268/691918,120
NHNWETOO,가방팝,I2206150007,20220615,1000891794360/734282,96
NHNWETOO,가방팝,I2206150007,20220615,1000891794377/734283,96
NHNWETOO,가방팝,I2206150007,20220615,1000891794384/734284,96
NHNWETOO,가방팝,I2206150007,20220615,1000891794391/734285,96
NHNWETOO,가방팝,I2206150007,20220615,1000891794407/734286,120
NHNWETOO,라이프썸,I2206210002,20220621,215026660169-0,2999
NHNWETOO,라이프썸,I2207050005,20220705,215026660169-0,1
NHNWETOO,라이프썸,I2206210002,20220621,215026660168-0,3000
NHNWETOO,라이프썸,I2206210002,20220621,215026660167-0,3000
NHNWETOO,라이프썸,I2206210002,20220621,215026660165-0,3000
NHNWETOO,라이프썸,I2206210002,20220621,215026660156-0,3000
NHNWETOO,라이프썸,I2206210002,20220621,215026660151-0,2999
NHNWETOO,라이프썸,I2207050005,20220705,215026660151-0,1
NHNWETOO,라이프썸,I2206210002,20220621,215026660133-0,6000
NHNWETOO,라이프썸,I2207050005,20220705,215026660133-0,11
NHNWETOO,라이프썸,I2206210002,20220621,215026660127-0,6000
NHNWETOO,라이프썸,I2206210002,20220621,215026660122-0,5989
NHNWETOO,가방팝,I2206200002,20220620,1000891794421/667030,3
NHNWETOO,가방팝,I2206280004,20220628,1000891794421/667030,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794438/667030,2
NHNWETOO,가방팝,I2206280004,20220628,1000891794438/667030,3
NHNWETOO,가방팝,I2207130002,20220713,1000891794438/667030,48
NHNWETOO,가방팝,I2206200002,20220620,1000891769634/667019,3
NHNWETOO,가방팝,I2206200002,20220620,1000891769641/667019,2
NHNWETOO,가방팝,I2206200002,20220620,1000891769658/667019,3
NHNWETOO,가방팝,I2206200002,20220620,1000891769665/667019,6
NHNWETOO,가방팝,I2206200002,20220620,1000891790225/726660,1
NHNWETOO,가방팝,I2206200002,20220620,1000891770012/667026,10
NHNWETOO,가방팝,I2206200002,20220620,1000891770029/667026,15
NHNWETOO,가방팝,I2206200002,20220620,1000891770036/667026,20
NHNWETOO,가방팝,I2206200002,20220620,1000891770043/667026,30
NHNWETOO,가방팝,I2206200002,20220620,1000891794445/667026,20
NHNWETOO,가방팝,I2206200002,20220620,1000891794452/667026,10
NHNWETOO,가방팝,I2206200002,20220620,1000891794469/667026,5
NHNWETOO,가방팝,I2206200002,20220620,1000891769955/667025,10
NHNWETOO,가방팝,I2206200002,20220620,1000891769962/667025,20
NHNWETOO,가방팝,I2206200002,20220620,1000891769979/667025,20
NHNWETOO,가방팝,I2206200002,20220620,1000891769986/667025,20
NHNWETOO,가방팝,I2206200002,20220620,1000891769993/667025,10
NHNWETOO,가방팝,I2206200002,20220620,1000891770005/667025,5
NHNWETOO,가방팝,I2206200002,20220620,1000891769702/667020,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794414/667020,1
NHNWETOO,가방팝,I2206200002,20220620,1000891769528/667016,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794490/735530,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794506/735530,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794513/735530,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794544/735531,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794551/735531,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794568/735531,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794575/735531,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794599/735532,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794605/735532,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794612/735532,5
NHNWETOO,가방팝,I2206200002,20220620,1000891794629/735532,5
NHNWETOO,가방팝,I2206200002,20220620,1000891794636/735532,5
NHNWETOO,가방팝,I2206200002,20220620,1000891794643/735532,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794650/735533,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794698/735533,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794704/735533,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794711/735534,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794759/735534,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794766/735534,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794773/735535,1
NHNWETOO,가방팝,I2207130002,20220713,1000891794773/735535,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794810/735535,1
NHNWETOO,가방팝,I2207130002,20220713,1000891794810/735535,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794827/735535,1
NHNWETOO,가방팝,I2207130002,20220713,1000891794827/735535,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794872/735536,1
NHNWETOO,가방팝,I2206280004,20220628,1000891794872/735536,1
NHNWETOO,가방팝,I2207130002,20220713,1000891794872/735536,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794889/735536,1
NHNWETOO,가방팝,I2207130002,20220713,1000891794889/735536,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794896/735537,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794902/735537,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794919/735537,2
NHNWETOO,가방팝,I2206200002,20220620,1000891794926/735537,1
NHNWETOO,가방팝,I2206200002,20220620,1000891794933/735537,1
